#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
3592,"Chemistry","Siamese",107,9B,87,2025-03-14,03:24,43,"metalcore, post-hardcore","Elements",2024-08-09,55,0,1,39,0,0,-4,G Major,4,25KiribVBkk4wGgl4BLs6K,DEA452401060,no
3593,"Flowers On Fire","Niina Soleil",108,12A,80,2025-03-14,03:16,6,"","Heliophilia",2024-05-15,61,0,0,33,0,10,-4,C♯/D♭ Minor,4,0pyBGbB83NuwrNNGbHur5O,QM24S2204237,no
3594,"When I Dream Of You","Reed Wonder,Aurora Olivas",123,3A,60,2025-03-14,03:20,53,"dark r&b","When I Dream Of You",2024-01-31,65,11,11,20,0,10,-9,A#/B♭ Minor,4,7J8mJMCnSuoJoe9XHtSGNK,QZFZ62412929,no
3595,"My Name","Reed Wonder,Aurora Olivas",105,11A,38,2025-03-14,03:50,64,"dark r&b","My Name",2024-04-03,41,65,0,22,0,10,-9,F#/G♭ Minor,4,33wXe2PIOqYZ4lI0eNRTdW,QZHNA2446961,no
3596,"new way out","Poppy",109,9B,91,2025-03-18,03:22,71,"","Negative Spaces",2024-11-15,59,0,0,48,0,0,-3,G Major,4,78GAQZUGa11v6f8ozhGqbM,USYFZ2411501,no
3597,"the cost of giving up","Poppy",102,6A,93,2025-03-20,03:17,64,"","Negative Spaces",2024-11-15,53,0,0,48,10,0,-3,G Minor,4,2PcaKowfrJ2FDoBP5uxHaU,USFYZ2429002,no
3598,"Crusade - Club Edit","Gabry Ponte",150,2A,76,2025-03-26,02:59,69,"italo dance, slap house","Crusade",2024-02-02,73,19,31,33,0,20,-8,D#/E♭ Minor,4,0jPHJDzPCT5tGkqnb0aeDo,ITV952300270,no
3599,"Animals","Architects",95,12A,76,2025-03-26,04:04,74,"metalcore, djent, metal, mathcore, deathcore, post-hardcore","For Those That Wish To Exist",2021-02-26,53,0,2,29,0,0,-4,C♯/D♭ Minor,4,5ofoB8PFmocBXFBEWVb6Vz,USEP42058010,yes
3600,"The Storm","Never Obey Again",160,4A,95,2025-03-31,03:31,38,"","The End Of An Era",2023-09-22,40,0,0,54,10,0,-4,F Minor,4,6aQ4SI14DDZAeCnBcYiqdt,USCGH2356861,no
3601,"My Halo","Ad Infinitum",96,5A,83,2025-03-31,03:44,38,"symphonic metal, power metal, gothic metal","Abyss",2024-10-11,46,0,0,33,0,20,-5,C Minor,4,7kixN0DWvZhWPbdiKWfYt4,ATN262430202,yes
3602,"The Tower","Lexi Layne",92,7A,90,2025-03-31,03:35,0,"","The Tower",2024-07-12,56,1,0,20,0,10,-5,D Minor,4,4Q0gOTKsDnkAgGGAPkDWJs,TCAIK2414792,no
3603,"BLEACH","Anastasia Elliot",94,8A,76,2025-04-06,03:40,33,"","La Petite Mort",2023-08-25,57,0,0,31,0,0,-5,A Minor,4,24oilnVg8dndpqdD2V8eCT,QZQAY2302304,no
3604,"Still Rolling Stones","Lauren Daigle",99,9A,57,2025-04-06,04:08,62,"christian, worship, ccm","Look Up Child",2018-09-07,61,17,0,23,0,20,-6,E Minor,4,2tXZxXmknsaVTNTaCvnlx8,US8391800165,no
3605,"Surrender","Alesso,Becky Hill",140,7A,93,2025-04-15,02:24,58,"edm, ","Surrender",2025-04-04,53,1,0,28,10,10,-3,D Minor,4,2HJu1bxkubHZEXC8r6snXY,USUG12502244,no
3606,"Nightmare (The Devil)","Fame on Fire",147,3B,86,2025-04-15,03:20,49,"","The Death Card",2024-09-06,49,0,0,31,0,10,-5,C♯/D♭ Major,4,107zDLC7hpKe2ux2oUHEFM,USHR22412703,no
3607,"Dulce Simfonie","AMI",95,5A,71,2025-04-15,02:54,42,"manele","Dulce Simfonie",2021-12-02,45,44,0,29,0,10,-7,C Minor,4,4QnkbnGZ44ItEEZZdN223b,ROGRA2102006,no
3608,"silent stranger","Against The Current",76,6A,93,2025-04-27,03:29,50,"pop punk","silent stranger",2023-09-22,44,2,0,33,0,30,-4,G Minor,4,7tBbT0mu8TOhDciTPRsOMq,QZNJZ2366003,no
3609,"Follow me Down","Ad Infinitum",120,9A,95,2025-04-27,03:08,14,"symphonic metal, power metal, gothic metal","Follow me Down",2024-10-10,52,0,0,21,0,50,-5,E Minor,4,7aQMhZ1PeoM1xOOX7x8vAi,ATN262430203,no
3610,"Animals","Ad Infinitum",101,2B,92,2025-04-27,03:43,32,"symphonic metal, power metal, gothic metal","Chapter II - Legacy",2021-10-29,24,0,0,36,10,10,-7,F#/G♭ Major,3,0ZkuTqTiN00CDEce9mOHjM,ATN262105107,no
3611,"Eternal Rains","Ad Infinitum",145,3B,83,2025-04-27,03:54,38,"symphonic metal, power metal, gothic metal","Chapter III - Downfall",2023-03-31,41,0,1,38,0,0,-7,C♯/D♭ Major,4,6dsKcPKE6PLr6PBRxeNPfi,ATN262219401,no
3612,"Euphoria","Halocene,Fame on Fire",160,9A,96,2025-04-27,03:13,36,"","Euphoria",2025-04-18,43,0,0,48,10,30,-3,E Minor,4,0Oq5HepYwAyjSG7hNiB6YI,QZK6L2546111,yes
3613,"Somewhere Nowhere","Francis Doom",160,9A,77,2025-04-27,06:19,26,"","Somewhere Nowhere",2025-04-16,46,0,13,24,0,10,-6,E Minor,4,7oUpWe8imGXCAUhomeL4CV,QZMEM2519038,no
3614,"Little Words","Francis Doom",129,12B,70,2025-04-27,04:57,9,"","I Caught A Light",2024-03-08,64,0,9,41,0,10,-6,E Major,4,4vW3pzHbAKgrpQh9bUct3h,QZDA42427095,no
3615,"I'm A Ghost","Francis Doom",174,10B,75,2025-04-27,05:16,14,"","I'm A Ghost",2025-01-02,39,1,54,20,0,10,-6,D Major,4,4bwbRvg60BmapVcKF2VyAQ,QT3EY2442632,no
3616,"Like Hell","Francis Doom",166,12B,56,2025-04-27,04:34,9,"","Like Hell",2024-01-02,45,3,17,14,0,10,-7,E Major,4,1ozfrTiHWc5ODunhQgJOPm,QZWFM2360255,no
3617,"Taste","Ari Abdul",100,6A,59,2025-04-27,03:06,63,"dark r&b","Taste",2022-06-21,53,20,0,36,0,40,-6,G Minor,4,1ghqDkglrXPcxgRobBmLVW,USRC12201876,no
3618,"Duvet","bôa",93,10A,89,2025-04-27,03:23,87,"","Twilight",2001-03-21,58,19,0,71,0,0,-9,B Minor,4,42qNWdLKCI41S4uzfamhFM,USCGJ0659337,no
3619,"Iris","Pastel Ghost",118,1A,86,2025-04-27,03:38,72,"witch house, darkwave","Ethereality",2018-10-05,53,0,89,60,0,10,-8,G#/A♭ Minor,4,4t9vB7wIKWE5jIhjcztmmd,QM6XS1807314,no
3620,"Wings","Birdy",83,9B,71,2025-04-27,04:12,75,"","Fire Within (Deluxe)",2013-09-16,47,8,0,22,0,10,-5,G Major,4,2Kz5qeXifBxE0zmuoVchlM,GBAHS1300286,no
3621,"Lacrimi din stilou","Holy Molly,Miss Mary",140,9A,80,2025-04-27,02:29,28,"slap house, future house","Lacrimi din stilou",2024-07-19,59,6,0,41,0,30,-3,E Minor,4,2YVApOvuXV9vPVnoMFiwTS,ROGRA2400422,no
3622,"Ador, Ador","AMI",178,2B,67,2025-04-27,02:30,49,"manele","Ador, Ador",2024-05-17,66,4,0,71,10,10,-5,F#/G♭ Major,4,78uLUCLW30aWAgfjKx5XXF,ROGRA2400310,no
3623,"Daughter of the Night","Kelsy Karter & The Heroines",118,1B,86,2025-04-27,03:01,33,"","Love Made Me Do It",2025-01-31,60,0,0,71,0,30,-4,B Major,4,17rEsItWTUyfOQ0eOwIVjb,QZJG52533713,no
3624,"Cover You","Kelsy Karter & The Heroines",158,11B,78,2025-04-27,03:00,36,"","Love Made Me Do It",2025-01-31,66,1,0,73,0,20,-2,A Major,4,04SxG1eIzBywYslHLXMiW7,QM24S2205731,no
3625,"第六感","Reol",134,9B,96,2025-04-27,03:11,61,"vocaloid, j-pop, j-rock","第六感",2020-07-27,68,1,0,84,0,30,-2,G Major,4,22sQUmLhT8umlEhQzDrzfJ,JPVI02001689,no
3626,"レディーレ","Reol,Sheeno Mirin",155,8B,85,2025-04-27,03:50,37,"vocaloid, j-pop, j-rock","レディーレ",2025-04-16,66,1,0,78,0,20,-4,C Major,4,1tkTrNiGkeyoUhW7081S3E,JPU902500987,no
3627,"LOVE LOOKS PRETTY ON YOU","Nessa Barrett",184,2B,55,2025-04-28,03:12,56,"","LOVE LOOKS PRETTY ON YOU",2025-01-31,39,61,0,35,0,10,-8,F#/G♭ Major,4,3wUEBuJ4MaBLyvWztEr3mj,USWB12405130,no
3628,"tired of california","Nessa Barrett",92,11A,73,2025-04-28,03:10,42,"","tired of california",2022-10-07,71,23,0,64,0,30,-6,F#/G♭ Minor,4,02xRKYZ1jY4B6utPa59qSf,USWB12202241,no
3629,"madhouse","Nessa Barrett",95,9B,68,2025-04-28,02:05,21,"","tired of california",2022-10-07,68,13,0,44,0,10,-6,G Major,4,1yasIF5AGz3mw4ytPGFn8K,USWB12202084,yes
3630,"die first","Nessa Barrett",183,1A,67,2025-04-28,02:57,21,"","tired of california",2022-10-07,44,7,0,44,10,10,-7,G#/A♭ Minor,4,1wcc08gWIpFVDBfZgL0Kuc,USWB12201358,no
3631,"PASSENGER PRINCESS","Nessa Barrett",143,6B,82,2025-04-28,02:35,61,"","AFTERCARE",2024-11-15,61,11,0,51,0,10,-3,A#/B♭ Major,4,6ob8d5WCrcxYGwBy6wLeQ1,USWB12402947,no
3632,"Waiting All Night (feat. Ella Eyre)","Rudimental,Ella Eyre",175,11A,73,2025-05-03,04:52,72,"","Home",2013-04-05,54,0,1,28,0,40,-5,F#/G♭ Minor,4,6yraFyhgbavO2amB2lhpfi,GBAHS1200493,no
3633,"Used to This","Wilkinson,Issey Cross",87,4A,76,2025-05-03,03:46,66,"drum and bass, liquid funk","Cognition",2022-03-25,69,3,2,35,0,10,-4,F Minor,4,1iL5lMhZdMmVg34AM6xQxx,GB5KW2104422,no
3634,"Afterglow","Wilkinson,Becky Hill",174,9B,92,2025-05-03,03:45,69,"drum and bass, liquid funk, ","Lazers Not Included",2013-01-01,52,2,0,4,0,10,-2,G Major,4,6LW3Z1GqbL78TIjfDyg4zp,GBBZH1391803,no
3635,"Head Down","Lost Frequencies,Bastille",124,9A,85,2025-05-03,02:53,58,"tropical house, ","All Stand Together",2023-11-10,73,30,0,42,10,20,-7,E Minor,4,1elmYn9vrSnQzs44rJcVY6,BEHP42300071,no
3636,"Sirius","Armin van Buuren,AVIRA",123,9B,99,2025-05-04,03:46,43,"trance, progressive trance, progressive house, electronica, edm, melodic techno, melodic house","Sirius",2021-08-13,41,0,84,22,0,10,-4,G Major,4,3GYH6TqF2fIihKps1Sedxc,NLF712105622,no
3637,"Disconnect","Becky Hill,Chase & Status",175,8B,97,2025-05-04,02:44,67,"drum and bass, jungle","Believe Me Now?",2024-05-31,51,0,0,31,0,10,-1,C Major,4,3VFaV7Mw0di4XFE84eHnrC,GBUM72306155,yes
3638,"Shadows","Pastel Ghost",130,8A,91,2025-05-04,03:28,67,"witch house, darkwave","Abyss",2015-03-10,63,4,86,34,0,0,-8,A Minor,4,3vtFowc9zcQfvqsLAZ9Cx2,QM6XS1704796,no
3639,"Wild","Kelsy Karter & The Heroines",78,7B,53,2025-05-04,03:47,0,"","Wild",2023-11-10,50,9,0,22,0,0,-5,F Major,4,0aIAtUVqNeDjCDinMJbzSl,QZS7J2341158,no
3640,"Air I Breathe - Sub Focus & Wilkinson","Sub Focus,Wilkinson",174,4A,93,2025-05-07,04:10,51,"drum and bass, liquid funk","Portals",2020-10-09,44,10,1,4,0,10,-4,F Minor,4,0B6pOWMK4fV4YYtbe7cpHg,GBUM72003439,no
3641,"Alpha","Vangelis",84,11B,28,2025-05-07,05:44,44,"new age","Albedo 0.39",1976-00-00,56,15,81,9,0,30,-16,A Major,4,1qkp9OvCk8FjeDdEd2bKQ6,GBARL7500011,no
3642,"Stumblin' In","CYRIL",126,10B,52,2025-05-07,03:33,85,"","Stumblin' In",2023-11-10,88,6,1,37,0,10,-8,D Major,4,0h3Xy4V4apMraB5NuM8U7Z,NLZ542301810,no
3643,"Crockett's Theme","Jan Hammer",96,6A,39,2025-05-07,03:31,63,"jazz fusion","Escape From Television",1987-01-01,52,42,90,49,0,10,-17,G Minor,3,3TnJ7M6in8Pb5EyGBUK02Y,USMC18622096,no
3644,"Smalltown Boy","Bronski Beat",135,4A,58,2025-05-07,05:02,85,"synthpop, hi-nrg","The Age of Consent",1984-10-15,69,29,1,94,0,10,-11,F Minor,4,5vmRQ3zELMLUQPo2FLQ76x,GBAAP0200005,no
3645,"Thorn in My Side","Welshly Arms",133,10A,49,2025-05-07,03:46,37,"","Thorn in My Side",2025-04-24,56,0,0,56,0,10,-13,B Minor,4,03Q0XqjlTmuOoJn4Tb9ZqX,USA2P2514312,no
3646,"Memories","Nora En Pure",122,11A,90,2025-05-07,03:35,48,"deep house, melodic house, progressive house, house","Memories",2025-04-11,54,12,0,10,0,20,-7,F#/G♭ Minor,4,6BiBQjBIl8ozwqRihm4hTV,CH3132419810,no
3647,"Say Less","Chandler Leighton",119,12A,78,2025-05-07,04:34,45,"melodic bass","Say Less",2025-04-11,54,3,0,48,0,30,-5,C♯/D♭ Minor,4,4ECwgK9jtGJ9VMfMCrxeOx,QM24S2501563,no
3648,"Barely on My Mind","The Regrettes",120,7A,68,2025-05-09,03:17,50,"riot grrrl, queercore","Further Joy",2022-04-08,75,26,0,67,0,40,-3,D Minor,4,7LigIDzs63Y4uFlZvNzCZq,USWB12105145,yes
3649,"Aer","Alexandra Stan,ADI Istrate",125,8A,81,2025-05-10,02:58,41,"europop, manele","Aer",2025-05-08,70,10,0,60,0,10,-6,A Minor,4,2A9p4yIFJ3jHmqNZ0GSPh6,ROGRA2500298,no
3650,"What You Know","Two Door Cinema Club",139,11A,76,2025-05-12,03:11,81,"indie, indie rock","Tourist History",2010-02-17,56,0,0,81,0,0,-4,F#/G♭ Minor,4,4iZxeyibg6w4EFCOoAQ6Eh,FRU700900116,no
3651,"Calling After Me","Wallows",140,4B,80,2025-05-14,03:07,75,"indie","Model",2024-05-24,64,1,0,97,0,10,-5,G#/A♭ Major,4,6YVajR33kCWLhWpMVD8AGD,USAT22400290,no
3652,"Hand Me Downs","TIMMS",126,7A,59,2025-05-20,02:23,19,"","Hand Me Downs",2025-05-16,76,8,0,56,0,20,-8,D Minor,4,2urVnZNYyycyyMBDgLZb3o,QZS7J2574469,no
3653,"eyes don't lie","Isabel LaRosa",125,1A,77,2025-05-20,02:30,76,"","eyes don't lie",2023-07-07,56,2,0,26,10,0,-9,G#/A♭ Minor,4,2GWCZJWundoYi5IloWIgTX,USRC12301495,yes
3654,"Offline","Mindme",120,6B,57,2025-05-20,02:58,20,"","Offline",2025-05-16,74,5,0,62,0,10,-8,A#/B♭ Major,4,1wu2jWup7BvCBu8iHYRN8z,SE5Q52500969,no
3655,"LOSIN’ MY MIND","Chandler Leighton",131,7A,85,2025-05-20,03:17,52,"melodic bass","LOSIN’ MY MIND",2025-05-16,67,10,0,79,0,0,-3,D Minor,4,4Q46a3KDEXbyT7rcqxTmPa,QM24S2502429,yes
3656,"Touch","3LAU,Carly Paige",110,10A,80,2025-05-23,03:25,48,"edm, ","Ultraviolet",2018-02-16,58,2,0,14,0,20,-5,B Minor,4,6kA4GoLBI8DXFgNsolaHMv,GBKPL1898191,no
3657,"Revery","Electric Callboy",158,8A,94,2025-05-29,03:12,64,"metalcore, metal","Revery",2025-05-23,46,0,0,35,0,30,-6,A Minor,4,0Vn099e0jlAgV0TE5sOre1,GBDHC2549603,no
3658,"Raise The Red Flag","Marilyn Manson",105,4B,93,2025-06-01,04:49,54,"industrial metal, industrial rock, industrial, metal, nu metal","One Assassination Under God - Chapter 1",2024-11-22,50,0,0,14,10,0,-4,G#/A♭ Major,4,6HoG86o30Of44nHXj1g9KT,DED832400290,yes
3659,"Too Good","Laurell",150,3A,94,2025-06-05,02:34,28,"","Too Good",2025-05-30,68,1,0,97,0,10,-4,A#/B♭ Minor,4,0JtAVeOodbiU6sXrNoAsZK,DECE72501564,no
3660,"Remember That Night?","Sara Kays",124,6A,61,2025-06-08,03:47,73,"","Remember That Night?",2020-11-06,68,59,0,55,0,10,-11,G Minor,4,1nYzjrdVQ8RpF93M0jPFW7,USAT22007230,no
3661,"Glass Heart","Caskets",164,11A,96,2025-06-08,03:44,65,"metalcore, post-hardcore","Lost Souls",2021-08-13,41,0,0,34,10,10,-5,F#/G♭ Minor,4,1nxbn0COjeyH7MQZ27T3CR,DED832001047,no
3662,"shoot","no na",115,1A,74,2025-06-08,03:34,66,"","shoot",2025-05-02,76,14,0,50,0,10,-4,G#/A♭ Minor,4,1lpXnyjEKDzExVyVS1AT1Q,QM6P42519938,no
3663,"Predator","Hayes Warner",148,11B,80,2025-06-10,03:01,46,"","Predator",2024-07-26,51,1,0,49,0,20,-6,A Major,4,50einjgl3ERzlcGJPT5mWM,QM6P42458522,no
3664,"Die A Million Times","FLØRE",150,4B,92,2025-06-10,03:26,28,"","Die A Million Times",2025-05-23,56,0,0,70,0,30,-4,G#/A♭ Major,4,13vBvwz8OIu1gbgKWFCsir,USZXT2556979,no
3665,"Lowlife","Poppy",146,10A,83,2025-06-10,03:25,55,"","Bubblebath",2016-06-10,63,8,0,77,0,40,-4,B Minor,4,5efvxYn0J1q8iuIZBqpDD7,USUM71506564,yes
3666,"Holding Us Back","Mblue,AViVA",150,10B,97,2025-06-10,02:31,31,"","Holding Us Back",2025-05-15,55,5,0,32,50,40,-4,D Major,4,0KkZgJGOOB3zfnzbYzm6fX,DEWO71700778,no
3667,"The Contract","Twenty One Pilots",135,6A,89,2025-06-13,03:48,62,"","The Contract",2025-06-12,42,9,0,20,0,20,-4,G Minor,4,6DzXaIgVIH7oLA1pkUtFaG,USAT22503458,no
3668,"Times Like These","Addison Rae",110,9B,63,2025-06-13,03:52,66,"","Addison",2025-06-06,62,58,6,25,0,10,-8,G Major,4,01fzY6YKwKQ3LxCpIP6buB,USSM12501573,no
3669,"Stay Gold - from BEYBLADE X","Jax Jones,Ado",140,10A,92,2025-06-13,03:26,59,"j-pop, anime, vocaloid, j-rock","Stay Gold (from BEYBLADE X)",2025-06-13,60,42,0,81,0,10,-3,B Minor,4,65hfbURMDstZkt5FDt0Tbd,GBUM72502705,no
3670,"Lost On You","Rachel Lorin",80,4A,66,2025-06-13,04:57,16,"","Lost On You",2025-06-06,22,3,0,17,0,10,-6,F Minor,3,2NBAsMa1WWHkomJEQlpj3D,QZRP42566820,no
3671,"Kiss Me Better","Julie Bergan",136,11A,88,2025-06-20,02:40,32,"norwegian pop","Euronites",2025-04-04,57,1,0,44,0,0,-4,F#/G♭ Minor,4,6sfME74EeEPJu8CPQQpMa3,NO7QS2401010,no
3672,"Dream Machine","Purple Disco Machine,Alison Goldfrapp",120,9A,57,2025-06-24,03:26,34,"disco house, nu disco, funky house, house, ","Dream Machine",2025-04-17,82,1,0,91,0,10,-7,E Minor,4,5InP3qeijJ8Ct2gn4Ri7BJ,DEE862500462,no
3673,"Garden Of Eden","Lady Gaga",125,3B,91,2025-06-24,03:59,73,"art pop, pop","MAYHEM",2025-03-07,67,0,0,61,0,10,-4,C♯/D♭ Major,4,4mUR5Tv0CvJtpmnUtzeIgd,USUM72407011,no
3674,"Too Much","Dove Cameron",135,3B,82,2025-06-24,02:51,72,"","Too Much",2025-02-21,72,2,0,61,0,0,-5,C♯/D♭ Major,4,6lKSOnC9iLGDonypMgvGrm,USQX92500678,no
3675,"Pins And Needles","The Birthday Massacre",90,7B,89,2025-06-30,04:19,43,"gothic rock, industrial rock, gothic metal, darkwave, industrial","Pins And Needles",2010-09-14,45,0,54,43,0,60,-5,F Major,4,0hvIb7qqfccn8V3PDtAUyt,US57M1068008,no
3676,"Alibis","The Birthday Massacre",133,11B,92,2025-06-30,03:28,33,"gothic rock, industrial rock, gothic metal, darkwave, industrial","Hide and Seek",2012-10-09,55,1,0,54,0,0,-5,A Major,4,5YUH6p90HedZJ0zpLxPbqt,US57M1283006,no
3677,"Red Stars","The Birthday Massacre",96,2A,89,2025-06-30,03:41,51,"gothic rock, industrial rock, gothic metal, darkwave, industrial","Walking With Strangers",2007-09-11,51,0,82,38,0,30,-5,D#/E♭ Minor,4,25CRv7qnwyoa7kckF4HFb9,US57M0750505,no
3678,"Looking Glass","The Birthday Massacre",107,9B,95,2025-06-30,04:25,42,"gothic rock, industrial rock, gothic metal, darkwave, industrial","Walking With Strangers",2007-09-11,57,0,15,61,0,10,-4,G Major,4,38xCz3esTeO8sS5wJDU00v,US57M0750506,no
3679,"The Last Goodbye","The Birthday Massacre",124,8A,86,2025-06-30,04:16,32,"gothic rock, industrial rock, gothic metal, darkwave, industrial","Diamonds",2020-03-27,53,0,43,44,0,30,-6,A Minor,4,4DIybyZ8jvmgMMSXv4INpG,US57M1918806,no
3680,"Talk To You Later","Holy Molly",134,11A,67,2025-07-07,02:56,34,"slap house","Talk To You Later",2025-07-04,68,3,0,63,0,30,-7,F#/G♭ Minor,4,21oI1ZMVYeXW2MFhgSjhoK,RO2DY2500522,no
3681,"The Days - NOTION Remix","Chrystal,NOTION",138,11A,84,2025-07-16,03:53,86,"bassline, bass house, uk garage, drum and bass","The Days (NOTION Remix)",2024-11-08,62,1,0,24,0,50,-5,F#/G♭ Minor,4,2FAZskT9yRjp2Oow9szJD8,GBUM72406694,no
3682,"Favourite Type","Roxen",129,8A,70,2025-07-24,02:46,1,"","Favourite Type (Bzars Remix)",2025-07-11,78,23,0,84,0,0,-4,A Minor,4,6HdSF0dtVYCNKXtxEscL1C,ROUM72500135,no
3683,"Admit It","Erika Tham",124,4B,60,2025-07-24,03:12,32,"dark r&b","Admit It",2021-10-15,64,30,0,5,0,10,-5,G#/A♭ Major,4,10lPqFWn6QOaBi4dtENdGL,ushm92197625,yes
3684,"Shhh","Erika Tham",147,9B,67,2025-07-24,03:05,21,"dark r&b","Shhh",2022-01-14,64,8,2,43,0,30,-5,G Major,4,21j3Xiq4GMmMRybI5PN1lj,GBKPL2176623,yes
3685,"When We're Sober","Erika Tham",141,8A,45,2025-07-24,03:31,25,"dark r&b","When We're Sober",2025-05-30,63,61,0,25,0,20,-12,A Minor,4,1CWiAnGNwT8Yg4i9i1SwvA,QM6P42587302,no
3686,"Higher Power","Gryffin,Lavern,AR/CO",136,3B,81,2025-07-25,03:07,57,"edm, melodic bass, future bass, stutter house, ","Higher Power",2025-07-25,60,2,3,23,0,10,-4,C♯/D♭ Major,4,7paRyIC5aRpiiYkiBnT39O,QZJ842503200,no
3687,"White Lies","Sam Ryder",119,3B,70,2025-07-26,02:57,43,"","White Lies",2025-03-21,81,3,2,75,0,0,-5,C♯/D♭ Major,4,2LNBTi5zqgHG7Zy4EbJoWT,QZWH32500125,no
3688,"Love Don't Let Me Go","Angelina Jordan",113,2A,77,2025-07-26,02:57,57,"","Love Don’t Let Me Go",2023-05-05,78,36,0,67,0,10,-5,D#/E♭ Minor,4,6uZOUCeRMf1XzwRoXj4MgN,USUM72306272,no
3689,"No Roots","Alice Merton",116,9B,66,2025-07-26,03:57,8,"","No Roots",2017-02-03,86,26,0,80,10,0,-7,G Major,4,3rY8EvyS4bUeJ2NONAV9yx,DEVQ71600001,no
3690,"Lucid Dream","Topic",136,2A,91,2025-07-26,03:13,59,"","Lucid Dream",2023-06-16,52,1,0,22,0,10,-5,D#/E♭ Minor,4,3fXy7UkU64qm5ezMBf0CTh,DECE72301754,no
3691,"My Girl","Isabel LaRosa",98,3A,55,2025-07-27,02:57,63,"","My Girl",2025-07-25,52,33,0,39,0,20,-6,A#/B♭ Minor,4,0szmDue1FCIpLC9SBs7fbU,USRC12501310,no
3692,"Whore","In This Moment",90,10A,88,2025-07-29,04:05,66,"metal","Blood",2012-08-14,60,3,0,54,0,0,-4,B Minor,4,2tAzcTFry1OhmNERFjUR93,US4E41287404,yes
3693,"Burns","elegant slims",125,5A,56,2025-08-10,03:44,7,"","Burns",2020-02-12,50,2,0,24,0,10,-7,C Minor,4,4gl94TK3mfqy7viAKuZXaa,USLGZ2000012,no
3694,"Glory Box","GoldCry",110,3B,50,2025-08-13,03:18,29,"","Glory Box",2025-02-14,37,21,78,7,0,0,-9,C♯/D♭ Major,4,32hFphxyQXodJFeAgDaVcR,QT3EY2444564,no
3695,"Close Your Eyes For This","Texada",85,12A,63,2025-08-13,04:25,38,"","Blue",2016-02-05,49,2,60,14,0,0,-8,C♯/D♭ Minor,4,3xSO2G9Uyjq4MbACLiVEut,CA74P1500024,no
3696,"Kids on the Street","of Verona",101,3A,80,2025-08-13,03:46,27,"","Glass Beach",2017-02-24,59,1,0,47,0,0,-6,A#/B♭ Minor,4,1aG6z8B4FQI0whoPjUaGnG,USFH81700008,no
3697,"The Enemy","of Verona",95,7B,81,2025-08-13,04:06,28,"","The White Apple",2012-07-10,50,0,0,36,0,0,-5,F Major,4,3YnWoFv9Oj6jv2SgfZG0HV,USFH81100003,no
3698,"Clouds","BUNT.,Nate Traveller",130,8A,75,2025-08-15,02:38,70,"stutter house","Clouds",2023-01-13,70,23,80,15,0,10,-8,A Minor,4,2lWc1iJlz2NVcStV5fbtPG,QZTBB2202743,no
3699,"Won't Forget You (Edit)","Shouse",127,6A,66,2025-08-15,03:50,62,"","Won't Forget You",2022-02-04,66,2,1,56,0,10,-7,G Minor,4,3I10tZ5MgEMo4WryCNJkZQ,USA2P2201279,no
3700,"Underwater","RÜFÜS DU SOL",118,11A,81,2025-08-15,05:49,70,"","SOLACE",2018-10-19,61,2,2,43,0,10,-7,F#/G♭ Minor,4,5ZvHcR4OSwvEV5IhigbTOT,USRE11800535,no
3701,"Shiver","John Summit,HAYLA",127,9A,92,2025-08-15,03:54,76,"house, tech house, ","Comfort In Chaos",2024-07-12,54,0,0,6,0,10,-5,E Minor,4,32VIrOsJmwvqRm4rWFBCsi,USUG12401003,no
3702,"Vampire Bat","Glass Animals",90,4A,76,2025-08-16,03:26,61,"","Vampire Bat",2025-08-08,73,22,0,72,0,20,-5,F Minor,4,4rLyT7uQtWQRtGShwTaUju,GBUM72504633,yes
3703,"can't slow down","almost monday",127,4A,76,2025-08-16,02:55,74,"","DIVE",2024-09-25,70,1,0,98,0,20,-4,F Minor,4,15IF4wSCMrAo2Rq0eytARR,USHR12448141,no
3704,"enjoy the ride","almost monday",94,3B,87,2025-08-16,02:51,63,"","enjoy the ride",2025-08-08,63,1,0,83,0,60,-3,C♯/D♭ Major,4,7knEfWGJmJ7zgTNv3NA6cI,USHR12551233,no
3705,"Scars on My Heart","State of Mine,David Garcia",84,4A,84,2025-08-16,03:38,38,"","Scars on My Heart",2025-08-08,38,5,0,41,0,30,-6,F Minor,4,38z8WeXMR7Oi37Hg5wErbK,QZWFE2520341,no
3706,"Circle With Me","Spiritbox",103,1A,87,2025-08-16,03:53,76,"metalcore, djent, metal","Eternal Blue",2021-09-17,42,0,23,39,0,10,-5,G#/A♭ Minor,4,3FI0iAAAjmR31xpZEwbdys,QMRSZ2100664,no
3707,"Done With Everything","Line So Thin",75,7A,90,2025-08-16,03:50,50,"","Done With Everything",2023-01-31,50,0,0,50,0,10,-3,D Minor,4,5iJ4r3UYxNwJFX0dkV3QAr,QZFYY2388860,no
3708,"Let You Down","NF",148,4A,71,2025-08-16,03:32,80,"christian hip hop","Perception",2017-10-06,66,31,0,46,10,10,-6,F Minor,4,52okn5MNA47tk87PeZJLEL,USUM71708226,no
